code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,total_clicks,active_days,clicks_day30,clicks_day60,clicks_day100,click_std,unique_activity_types,last_active_day,avg_assessment_score,score_std,num_assessments_submitted,tma_avg_score,exam_avg_score,late_submissions,num_modules_registered,withdrew,withdrawal_day,early_withdraw,registered_late,target,gender_enc,region_enc,highest_education_enc,imd_band_enc,age_band_enc,disability_enc,code_module_enc,code_presentation_enc
DDD,2014B,618696,M,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,516.0,30.0,208.0,313.0,352.0,5.010488425838063,9.0,130.0,59.0,43.347433603386484,3.0,59.0,0.0,2.0,1,0,999.0,0,0,0,1,9,0,5,0,0,3,2
DDD,2014B,618845,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,1422.0,147.0,500.0,632.0,816.0,2.213412977841388,10.0,238.0,77.71428571428571,16.730354506248872,7.0,77.33333333333333,80.0,0.0,1,0,999.0,0,0,1,0,1,0,4,0,0,3,2
DDD,2014B,618913,M,East Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn,20.0,1.0,0.0,20.0,20.0,5.656854249492381,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,1,0,0,1,1,2,6,1,0,3,2
DDD,2014B,618937,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,1211.0,108.0,675.0,809.0,962.0,2.4234960972391373,10.0,226.0,88.0,9.380831519646865,7.0,90.83333333333333,71.0,0.0,1,0,999.0,0,0,1,1,1,0,1,0,0,3,2
DDD,2014B,618940,F,Scotland,HE Qualification,90-100%,35-55,0,60,N,Distinction,1772.0,92.0,427.0,650.0,861.0,2.7275773189210124,9.0,241.0,86.0,9.88264472024906,7.0,84.33333333333333,96.0,0.0,1,0,999.0,0,0,1,0,6,1,9,1,0,3,2
DDD,2014B,618963,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,280.0,13.0,280.0,280.0,280.0,2.8284271247461894,9.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,33.0,0,0,0,0,0,2,5,0,0,3,2
DDD,2014B,618968,M,South East Region,A Level or Equivalent,10-20,0-35,0,60,Y,Withdrawn,164.0,16.0,99.0,164.0,164.0,1.9625900831219265,9.0,37.0,56.0,0.0,1.0,56.0,0.0,1.0,1,1,38.0,0,0,0,1,7,0,1,0,1,3,2
DDD,2014B,618998,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,100.0,7.0,100.0,100.0,100.0,1.326659361952661,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,999.0,0,0,0,1,0,2,3,0,0,3,2
DDD,2014B,619015,F,South Region,HE Qualification,40-50%,35-55,0,60,N,Withdrawn,47.0,2.0,47.0,47.0,47.0,2.188616752664406,5.0,-17.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,-16.0,1,0,0,0,8,1,4,1,0,3,2
DDD,2014B,619297,F,North Region,Lower Than A Level,,0-35,0,60,N,Pass,2018.0,132.0,564.0,802.0,1053.0,2.499754352990011,10.0,234.0,72.14285714285714,8.725987459471687,7.0,71.5,76.0,0.0,1,0,999.0,0,0,1,0,4,2,-1,0,0,3,2
DDD,2014B,619359,M,East Anglian Region,HE Qualification,90-100%,0-35,0,60,Y,Distinction,1401.0,94.0,346.0,586.0,683.0,7.052231151479463,10.0,259.0,67.3125,16.193491490925194,16.0,70.2,53.0,4.0,2,0,999.0,0,0,1,1,0,1,9,0,1,3,2
DDD,2014B,619382,M,Ireland,HE Qualification,20-30%,0-35,0,60,N,Withdrawn,297.0,17.0,289.0,296.0,297.0,3.818306870060588,9.0,68.0,56.0,0.0,1.0,56.0,0.0,1.0,1,1,80.0,0,0,0,1,2,1,2,0,0,3,2
DDD,2014B,619403,F,Scotland,HE Qualification,20-30%,0-35,0,60,N,Pass,2160.0,107.0,520.0,798.0,1026.0,3.268546088905082,9.0,236.0,68.85714285714286,20.111593434538957,7.0,69.66666666666667,64.0,0.0,1,0,999.0,0,0,1,0,6,1,2,0,0,3,2
DDD,2014B,619851,F,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,516.0,34.0,108.0,138.0,158.0,1.24208533282781,10.0,223.0,42.0,0.0,1.0,42.0,0.0,1.0,2,1,193.0,0,0,0,0,4,0,8,0,0,3,2
DDD,2014B,619908,M,South Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,-46.0,1,0,0,1,8,2,3,0,0,3,2
DDD,2014B,619939,F,Scotland,Lower Than A Level,80-90%,0-35,0,75,N,Fail,20.0,2.0,20.0,20.0,20.0,2.658320271650252,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,999.0,0,0,0,0,6,2,8,0,0,3,2
DDD,2014B,619964,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Withdrawn,242.0,19.0,129.0,202.0,242.0,2.858633461711117,8.0,87.0,65.0,12.727922061357855,2.0,65.0,0.0,2.0,1,1,94.0,0,0,0,0,12,0,2,0,1,3,2
DDD,2014B,620060,F,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,274.0,32.0,174.0,219.0,274.0,1.6703772955722591,8.0,85.0,74.33333333333333,7.637626158259735,3.0,74.33333333333333,0.0,1.0,1,1,73.0,0,0,0,0,8,0,6,0,0,3,2
DDD,2014B,620102,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Fail,921.0,56.0,555.0,740.0,811.0,3.460993657005358,9.0,140.0,75.33333333333333,3.7859388972001833,3.0,75.33333333333333,0.0,1.0,1,0,999.0,0,0,0,1,6,2,6,0,0,3,2
DDD,2014B,620106,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,34.0,1.0,34.0,34.0,34.0,3.735778895497424,5.0,-18.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,1,0,0,1,5,0,6,0,0,3,2
DDD,2014B,620159,M,South West Region,HE Qualification,50-60%,35-55,0,60,N,Pass,938.0,78.0,442.0,557.0,608.0,2.471015461640122,9.0,235.0,67.0,20.848661028149188,7.0,67.6,87.0,2.0,2,0,999.0,0,0,1,1,9,1,5,1,0,3,2
DDD,2014B,620231,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Pass,1918.0,98.0,540.0,810.0,983.0,4.0362312145711154,11.0,269.0,61.3125,17.35403411313923,16.0,54.8,52.0,9.0,2,0,999.0,0,0,1,1,6,1,8,0,0,3,2
DDD,2014B,620243,M,South West Region,Lower Than A Level,80-90%,0-35,0,90,N,Pass,385.0,39.0,115.0,176.0,290.0,4.496317025505464,9.0,240.0,67.33333333333333,17.105731805627627,12.0,72.42857142857143,49.0,3.0,3,1,-54.0,1,0,1,1,9,2,8,0,0,3,2
DDD,2014B,620337,F,East Anglian Region,HE Qualification,30-40%,35-55,0,120,N,Fail,5791.0,124.0,478.0,4677.0,4973.0,141.29915321116104,10.0,240.0,59.142857142857146,16.856537519397545,7.0,63.5,33.0,0.0,2,1,-5.0,1,0,0,0,0,1,3,1,0,3,2
DDD,2014B,620393,M,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,252.0,27.0,252.0,252.0,252.0,1.5769450958420488,8.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,25.0,1,0,0,1,4,0,3,0,0,3,2
DDD,2014B,620437,F,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,2581.0,188.0,848.0,1439.0,1753.0,3.575747630806308,10.0,236.0,46.714285714285715,22.85252929629662,7.0,50.833333333333336,22.0,0.0,1,0,999.0,0,0,0,0,8,0,6,0,0,3,2
DDD,2014B,620508,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,90,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,-68.0,1,0,0,1,11,2,1,0,0,3,2
DDD,2014B,620608,F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,1610.0,104.0,844.0,1131.0,1276.0,3.5888788869877044,9.0,232.0,62.6,24.306377763870948,5.0,72.75,22.0,1.0,2,1,5.0,1,0,0,0,5,0,1,0,0,3,2
DDD,2014B,620630,M,East Anglian Region,Lower Than A Level,80-90%,55<=,0,60,N,Pass,2937.0,157.0,1142.0,1523.0,1903.0,2.660343814627184,9.0,241.0,87.57142857142857,6.42539604115686,7.0,87.66666666666667,87.0,0.0,1,0,999.0,0,0,1,1,0,2,8,2,0,3,2
DDD,2014B,620658,M,Ireland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,701.0,47.0,390.0,490.0,577.0,3.609282272207121,8.0,222.0,73.2,7.5630681604756145,5.0,75.5,64.0,1.0,1,0,999.0,0,0,1,1,2,0,6,0,0,3,2
DDD,2014B,620734,M,South Region,HE Qualification,70-80%,0-35,0,60,N,Distinction,1444.0,133.0,469.0,665.0,829.0,2.3217894663484273,9.0,240.0,89.71428571428571,3.7289089429432187,7.0,89.16666666666667,93.0,1.0,1,0,999.0,0,0,1,1,8,1,7,0,0,3,2
DDD,2014B,620793,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,35.0,3.0,35.0,35.0,35.0,2.0236694629405503,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,30.0,1,0,0,0,0,0,3,0,0,3,2
DDD,2014B,620820,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,1875.0,87.0,163.0,274.0,699.0,7.4972701826553845,10.0,234.0,93.28571428571429,3.6384193323605842,7.0,92.83333333333333,96.0,0.0,1,0,999.0,0,0,1,1,8,0,9,1,0,3,2
DDD,2014B,620892,M,South Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,507.0,29.0,279.0,445.0,485.0,5.513276504699402,7.0,116.0,45.333333333333336,18.475208614068027,3.0,45.333333333333336,0.0,1.0,1,0,999.0,0,0,0,1,8,2,6,0,0,3,2
DDD,2014B,620925,F,Wales,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,42.0,5.0,42.0,42.0,42.0,1.3909646324388165,5.0,26.0,57.0,0.0,1.0,57.0,0.0,0.0,1,1,38.0,0,0,0,0,10,0,7,0,0,3,2
DDD,2014B,620951,M,Scotland,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn,173.0,10.0,172.0,173.0,173.0,2.3400078041036587,7.0,44.0,71.0,0.0,1.0,71.0,0.0,1.0,1,1,192.0,0,0,0,1,6,2,1,1,0,3,2
DDD,2014B,620974,F,South West Region,A Level or Equivalent,30-40%,0-35,0,90,Y,Withdrawn,1680.0,39.0,720.0,819.0,1221.0,15.198130776289046,10.0,146.0,52.22222222222222,16.588985636392735,9.0,44.5,0.0,7.0,2,1,184.0,0,0,0,0,9,0,3,0,1,3,2
DDD,2014B,621004,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,436.0,35.0,140.0,278.0,342.0,3.5362169646922377,8.0,200.0,60.666666666666664,18.575970140659322,6.0,61.2,58.0,1.0,1,0,999.0,0,0,1,1,3,0,4,0,0,3,2
DDD,2014B,621010,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,1370.0,124.0,463.0,620.0,804.0,1.965642724917584,9.0,229.0,73.42857142857143,14.85325040585553,7.0,78.66666666666667,42.0,0.0,1,0,999.0,0,0,1,1,11,2,4,0,0,3,2
DDD,2014B,621300,M,London Region,A Level or Equivalent,30-40%,0-35,0,90,N,Distinction,1323.0,127.0,394.0,662.0,750.0,5.738181718030409,10.0,258.0,68.8125,11.426394882026436,16.0,69.3,68.0,5.0,3,1,-73.0,1,0,1,1,3,0,3,0,0,3,2
DDD,2014B,621352,M,Ireland,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,631.0,57.0,421.0,582.0,599.0,3.6770004011704254,9.0,115.0,69.5,6.363961030678928,2.0,69.5,0.0,0.0,1,0,999.0,0,0,0,1,2,0,8,0,0,3,2
DDD,2014B,621384,M,London Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,33.0,6.0,33.0,33.0,33.0,1.1945294407402949,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,999.0,0,0,0,1,3,2,8,0,0,3,2
DDD,2014B,621442,M,Wales,Lower Than A Level,90-100%,0-35,0,60,N,Pass,416.0,36.0,26.0,99.0,134.0,4.761682357136699,8.0,241.0,55.8,13.759152797839178,15.0,59.9,56.0,9.0,2,0,999.0,0,0,1,1,10,2,9,0,0,3,2
DDD,2014B,621457,M,North Western Region,A Level or Equivalent,20-30%,35-55,0,60,Y,Distinction,2235.0,248.0,514.0,747.0,1018.0,2.2765930249752304,9.0,239.0,73.14285714285714,10.838643387259793,7.0,70.16666666666667,91.0,0.0,1,0,999.0,0,0,1,1,5,0,2,1,1,3,2
DDD,2014B,621615,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Distinction,2598.0,149.0,1198.0,1605.0,1833.0,2.6996070098897493,9.0,241.0,75.28571428571429,23.71858824996607,7.0,74.16666666666667,82.0,0.0,1,0,999.0,0,0,1,1,6,1,8,0,0,3,2
DDD,2014B,621659,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,1529.0,111.0,629.0,869.0,1035.0,2.380214486012195,10.0,199.0,54.2,29.290878367771004,10.0,54.2,0.0,3.0,2,1,206.0,0,0,0,0,7,2,8,0,0,3,2
DDD,2014B,621675,M,South Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,3.0,1.0,3.0,3.0,3.0,0.0,1.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,6.0,1,0,0,1,8,2,0,0,0,3,2
DDD,2014B,621699,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,653.0,86.0,233.0,372.0,485.0,1.9560132519861126,9.0,227.0,66.42857142857143,17.652734848148818,7.0,64.16666666666667,80.0,0.0,2,1,-93.0,1,0,1,0,1,2,5,0,0,3,2
DDD,2014B,621883,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Distinction,2803.0,203.0,737.0,928.0,1160.0,2.452080582144128,10.0,240.0,82.42857142857143,4.07664661444276,7.0,82.5,82.0,0.0,1,0,999.0,0,0,1,1,5,2,0,0,0,3,2
DDD,2014B,621908,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,424.0,39.0,103.0,174.0,265.0,3.043380055491288,9.0,229.0,46.57142857142857,17.037773161000654,7.0,48.0,38.0,0.0,1,0,999.0,0,0,0,1,5,2,3,0,0,3,2
DDD,2014B,622086,M,North Western Region,HE Qualification,90-100%,35-55,0,60,N,Pass,450.0,76.0,96.0,156.0,209.0,3.0900421821865933,9.0,241.0,49.0,31.848600178553113,7.0,50.833333333333336,38.0,1.0,2,1,18.0,1,0,1,1,5,1,9,1,0,3,2
DDD,2014B,622175,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,120,N,Fail,1070.0,112.0,443.0,635.0,795.0,2.6725693922002494,9.0,237.0,54.666666666666664,31.626992690843476,6.0,59.8,29.0,0.0,1,0,999.0,0,0,0,0,5,0,5,0,0,3,2
DDD,2014B,622192,F,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,1707.0,121.0,625.0,772.0,928.0,5.710571443288093,10.0,229.0,84.1875,6.503524685378945,16.0,83.8,83.5,4.0,2,0,999.0,0,0,1,0,6,0,3,0,0,3,2
DDD,2014B,622199,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,7.0,2.0,7.0,7.0,7.0,0.8944271909999159,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,1,0,0,1,9,0,3,0,0,3,2
DDD,2014B,622207,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,29.0,4.0,29.0,29.0,29.0,0.9734572654303051,4.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,999.0,0,0,0,1,8,2,7,0,0,3,2
DDD,2014B,622215,F,South Region,A Level or Equivalent,80-90%,0-35,0,90,N,Pass,921.0,47.0,214.0,369.0,554.0,7.850494595042224,7.0,229.0,43.18181818181818,11.408927923500803,11.0,42.57142857142857,42.0,5.0,2,0,999.0,0,0,1,0,8,0,8,0,0,3,2
DDD,2014B,622225,M,South Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Fail,310.0,31.0,85.0,204.0,276.0,3.5387418359233944,8.0,116.0,41.0,9.643650760992955,3.0,41.0,0.0,2.0,1,0,999.0,0,0,0,1,8,0,6,0,1,3,2
DDD,2014B,622256,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,-46.0,1,0,0,1,1,0,5,0,0,3,2
DDD,2014B,622281,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Withdrawn,62.0,4.0,42.0,62.0,62.0,2.192294196989502,6.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,136.0,0,0,0,1,1,0,4,0,1,3,2
DDD,2014B,622333,M,North Western Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,1,0,0,1,5,0,9,0,0,3,2
DDD,2014B,622413,F,South Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,1066.0,86.0,232.0,502.0,538.0,2.559002094551759,10.0,233.0,53.0,21.005951537600005,9.0,59.285714285714285,62.0,3.0,2,1,66.0,0,0,1,0,8,2,2,0,0,3,2
DDD,2014B,622435,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,1415.0,92.0,436.0,772.0,859.0,5.88167559524447,8.0,229.0,69.5,14.896308267486948,6.0,75.0,42.0,0.0,1,0,999.0,0,0,0,1,1,0,1,0,0,3,2
DDD,2014B,622499,M,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,350.0,33.0,232.0,323.0,350.0,1.7470978565527542,9.0,70.0,10.0,9.899494936611665,2.0,10.0,0.0,0.0,1,1,74.0,0,0,0,1,3,0,0,0,0,3,2
DDD,2014B,622541,M,Scotland,HE Qualification,90-100%,0-35,0,60,N,Pass,2194.0,168.0,668.0,861.0,1072.0,2.8202916603664128,11.0,257.0,59.9375,14.27570780498583,16.0,61.3,50.0,4.0,2,0,999.0,0,0,1,1,6,1,9,0,0,3,2
DDD,2014B,622571,M,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,229.0,35.0,141.0,174.0,183.0,1.5094708014850762,8.0,197.0,55.8,25.7332469774026,5.0,55.8,0.0,0.0,1,0,999.0,0,0,0,1,7,0,2,0,0,3,2
DDD,2014B,622614,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,312.0,24.0,278.0,312.0,312.0,2.236414627835567,7.0,39.0,56.0,0.0,1.0,56.0,0.0,1.0,1,0,999.0,0,0,0,1,9,2,3,0,0,3,2
DDD,2014B,622626,F,South East Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,332.0,42.0,33.0,101.0,116.0,0.9474631157079725,8.0,254.0,70.71428571428571,19.422618135516526,7.0,75.16666666666667,44.0,2.0,2,1,-77.0,1,0,0,0,7,0,2,0,0,3,2
DDD,2014B,622630,M,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,203.0,6.0,203.0,203.0,203.0,3.8339261728663874,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,56.0,0,0,0,1,3,0,0,0,0,3,2
DDD,2014B,622657,M,South Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail,340.0,32.0,256.0,338.0,340.0,2.750075254840268,9.0,66.0,36.0,0.0,1.0,36.0,0.0,1.0,1,0,999.0,0,0,0,1,8,2,4,1,0,3,2
DDD,2014B,622672,M,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,54.0,4.0,54.0,54.0,54.0,1.1524071884721685,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,48.0,0,0,0,1,5,2,1,0,0,3,2
DDD,2014B,622724,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,977.0,96.0,252.0,421.0,587.0,3.3694044147198445,9.0,229.0,88.42857142857143,15.153186055052835,7.0,93.83333333333333,56.0,3.0,1,0,999.0,0,0,1,1,7,2,7,0,0,3,2
DDD,2014B,622764,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction,2162.0,120.0,656.0,900.0,1190.0,3.1848007937790026,9.0,231.0,87.85714285714286,6.011892975000231,7.0,86.5,96.0,0.0,1,0,999.0,0,0,1,0,0,0,8,1,0,3,2
DDD,2014B,622790,M,South East Region,HE Qualification,60-70%,0-35,0,60,N,Withdrawn,686.0,41.0,598.0,686.0,686.0,3.2545129901431014,10.0,42.0,61.0,0.0,1.0,61.0,0.0,0.0,1,1,45.0,0,0,0,1,7,1,6,0,0,3,2
DDD,2014B,622792,M,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,37.0,6.0,37.0,37.0,37.0,1.1772701101619378,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,999.0,0,0,0,1,4,0,8,0,0,3,2
DDD,2014B,622844,F,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,527.0,46.0,209.0,432.0,486.0,3.280263750588161,9.0,118.0,34.0,0.0,1.0,34.0,0.0,1.0,1,1,122.0,0,0,0,0,7,0,4,0,0,3,2
DDD,2014B,622851,M,South West Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,108.0,11.0,103.0,108.0,108.0,1.263319379702055,6.0,50.0,67.0,0.0,1.0,67.0,0.0,0.0,1,0,999.0,0,0,0,1,9,0,0,0,0,3,2
DDD,2014B,622873,F,East Midlands Region,Lower Than A Level,30-40%,35-55,0,60,Y,Withdrawn,150.0,9.0,150.0,150.0,150.0,2.6664078549354153,7.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,24.0,1,0,0,0,1,2,3,1,1,3,2
DDD,2014B,622900,F,London Region,HE Qualification,0-10%,0-35,0,60,N,Fail,152.0,14.0,71.0,134.0,152.0,2.1119463677653982,8.0,82.0,67.33333333333333,8.326663997864529,3.0,67.33333333333333,0.0,0.0,1,0,999.0,0,0,0,0,3,1,0,0,0,3,2
DDD,2014B,622968,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,-17.0,1,0,0,0,1,0,2,0,0,3,2
DDD,2014B,623008,M,London Region,A Level or Equivalent,40-50%,35-55,0,60,Y,Pass,518.0,57.0,78.0,232.0,248.0,2.77935262706736,7.0,241.0,60.0,0.0,1.0,0.0,60.0,0.0,1,0,999.0,0,0,1,1,3,0,4,1,1,3,2
DDD,2014B,623015,F,Wales,A Level or Equivalent,0-10%,0-35,0,90,N,Fail,46.0,6.0,44.0,44.0,46.0,2.9530642111701737,4.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,999.0,0,0,0,0,10,0,0,0,0,3,2
DDD,2014B,623052,F,London Region,A Level or Equivalent,20-30%,35-55,0,90,N,Withdrawn,8143.0,228.0,3041.0,5054.0,6063.0,7.021149500058521,11.0,241.0,94.61538461538461,5.530799543442486,13.0,94.25,84.0,4.0,2,1,156.0,0,0,0,0,3,0,2,1,0,3,2
DDD,2014B,623073,F,North Region,A Level or Equivalent,,35-55,0,60,N,Pass,4017.0,192.0,849.0,1610.0,2426.0,3.941769332155981,10.0,236.0,89.85714285714286,5.398412465054625,7.0,91.5,80.0,0.0,1,0,999.0,0,0,1,0,4,0,-1,1,0,3,2
DDD,2014B,623099,M,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,144.0,9.0,143.0,144.0,144.0,2.4372906554889435,8.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,33.0,0,0,0,1,6,0,6,0,0,3,2
DDD,2014B,623164,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,1645.0,160.0,471.0,678.0,939.0,1.832502625275862,10.0,229.0,79.57142857142857,11.012979355547447,7.0,81.0,71.0,1.0,1,0,999.0,0,0,1,0,11,0,6,0,0,3,2
DDD,2014B,623210,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,480.0,45.0,125.0,184.0,282.0,2.1350091749311315,8.0,241.0,40.57142857142857,28.236248233179175,7.0,41.0,38.0,1.0,1,0,999.0,0,0,0,1,1,0,1,0,0,3,2
DDD,2014B,623257,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,351.0,39.0,120.0,243.0,273.0,1.6316526906156523,9.0,136.0,90.25,2.6299556396765835,4.0,90.25,0.0,0.0,1,1,171.0,0,0,0,1,12,0,1,0,0,3,2
DDD,2014B,623332,M,Scotland,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,23.0,2.0,23.0,23.0,23.0,1.15072838853303,5.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,-12.0,1,0,0,1,6,0,8,0,0,3,2
DDD,2014B,623347,M,Ireland,Post Graduate Qualification,,0-35,0,90,N,Distinction,1452.0,86.0,351.0,536.0,778.0,2.8667372206175292,10.0,235.0,91.4375,4.501388674620316,16.0,91.3,95.5,4.0,2,0,999.0,0,0,1,1,2,4,-1,0,0,3,2
DDD,2014B,623514,F,West Midlands Region,HE Qualification,10-20,35-55,0,60,N,Pass,1789.0,128.0,247.0,466.0,560.0,2.109425901546372,10.0,235.0,68.28571428571429,12.351980754981307,7.0,66.33333333333333,80.0,2.0,1,0,999.0,0,0,1,0,11,1,1,1,0,3,2
DDD,2014B,623541,M,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,961.0,83.0,464.0,727.0,805.0,3.0633464830300676,9.0,236.0,74.6,19.007893097342482,5.0,74.25,76.0,0.0,1,0,999.0,0,0,1,1,10,0,5,0,0,3,2
DDD,2014B,623585,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,1188.0,141.0,336.0,505.0,656.0,2.1361281511793417,9.0,239.0,68.8,8.074651695274541,5.0,71.0,60.0,1.0,1,0,999.0,0,0,1,1,5,2,2,0,0,3,2
DDD,2014B,623601,M,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,-46.0,1,0,0,1,0,2,3,1,0,3,2
DDD,2014B,623740,M,London Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,187.0,25.0,130.0,186.0,187.0,1.4027554214036124,9.0,67.0,48.5,19.091883092036785,2.0,48.5,0.0,0.0,1,1,133.0,0,0,0,1,3,0,8,0,0,3,2
DDD,2014B,623815,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,90,N,Pass,3812.0,185.0,750.0,1264.0,2064.0,5.043791938568438,10.0,240.0,68.16666666666667,17.081178725915453,6.0,69.8,60.0,0.0,1,0,999.0,0,0,1,0,5,0,0,1,0,3,2
