id_student,total_clicks,final_result
575980,70,Withdrawn
575982,289,Fail
575983,279,Withdrawn
575984,152,Pass
575990,38,Withdrawn
575999,277,Withdrawn
575999,277,Fail
576031,4,Withdrawn
576036,671,Pass
576041,1474,Pass
576046,5,Withdrawn
576083,955,Pass
576088,317,Fail
576097,4617,Pass
576107,1448,Pass
576131,183,Withdrawn
576140,1247,Withdrawn
576141,22,Fail
576143,963,Pass
576158,495,Pass
576159,3002,Distinction
576191,819,Fail
576191,819,Fail
576202,61,Fail
576203,48,Fail
576205,5081,Pass
576226,131,Fail
576229,3457,Pass
576233,2908,Fail
576233,2908,Pass
576251,3110,Distinction
576251,3110,Distinction
576262,150,Withdrawn
576268,472,Pass
576281,218,Fail
576292,368,Fail
576301,9,Withdrawn
576306,1388,Pass
576314,896,Fail
576350,96,Fail
576368,1171,Fail
576371,357,Fail
576375,475,Withdrawn
576375,475,Pass
576383,4284,Distinction
576383,4284,Distinction
576390,146,Fail
576399,3551,Pass
576405,1437,Pass
576409,3,Withdrawn
576413,10891,Distinction
576413,10891,Distinction
576416,6,Withdrawn
576423,344,Fail
576423,344,Withdrawn
576425,362,Pass
576431,1419,Pass
576433,4715,Distinction
576433,4715,Distinction
576439,2730,Pass
576439,2730,Pass
576445,1740,Withdrawn
576445,1740,Pass
576447,25,Fail
576453,4368,Distinction
576453,4368,Distinction
576455,136,Fail
576466,202,Withdrawn
576475,3174,Pass
576481,1,Withdrawn
576483,559,Pass
576488,636,Pass
576492,286,Fail
576512,768,Fail
576515,3679,Pass
576516,3305,Fail
576516,3305,Pass
576518,3360,Pass
576524,457,Fail
576541,1829,Fail
576568,3888,Pass
576568,3888,Pass
576584,1048,Pass
576593,29,Fail
576600,838,Pass
576606,714,Withdrawn
576631,103,Fail
576654,944,Pass
576672,1275,Pass
576689,1115,Distinction
576704,5014,Pass
576714,304,Withdrawn
576738,1254,Distinction
576750,1721,Pass
576761,742,Pass
576765,585,Fail
576767,1331,Pass
576780,8238,Distinction
576780,8238,Distinction
576782,730,Fail
576789,6305,Pass
576791,6010,Pass
576791,6010,Distinction
576813,2369,Pass
576815,31,Fail
576827,180,Withdrawn
576834,57,Withdrawn
576841,799,Pass
576847,1470,Distinction
576856,598,Fail
576876,2481,Withdrawn
576876,2481,Distinction
576879,764,Fail
576882,418,Fail
576885,3223,Pass
576888,2942,Pass
576909,1224,Distinction
576913,310,Fail
576921,4547,Distinction
576923,1615,Pass
576935,1577,Fail
576940,7341,Pass
576946,932,Pass
576947,17,Fail
576948,465,Pass
576949,630,Pass
576962,1029,Fail
576972,265,Withdrawn
576981,269,Pass
576983,232,Withdrawn
576996,98,Withdrawn
577000,167,Pass
577007,17,Withdrawn
577032,914,Fail
577035,3317,Distinction
577035,3317,Distinction
577042,6290,Pass
577069,1380,Distinction
577096,1672,Distinction
577099,715,Pass
577126,482,Pass
577136,933,Pass
577142,1024,Withdrawn
577148,1591,Withdrawn
577148,1591,Fail
577149,4877,Withdrawn
577149,4877,Pass
577196,1894,Withdrawn
577196,1894,Pass
577200,122,Fail
577212,116,Fail
577222,4406,Distinction
577235,2458,Fail
577235,2458,Pass
577236,1586,Distinction
577239,10,Withdrawn
577245,6281,Fail
577245,6281,Pass
577256,341,Pass
577273,35,Fail
577275,590,Distinction
577279,3979,Distinction
577279,3979,Distinction
577280,713,Pass
577286,252,Pass
577304,174,Fail
577347,147,Fail
577354,256,Withdrawn
577359,6,Withdrawn
577376,738,Pass
577389,79,Fail
577396,1943,Withdrawn
577401,85,Withdrawn
577404,4398,Distinction
577414,1697,Pass
577414,1697,Pass
577427,1390,Withdrawn
577427,1390,Fail
577427,1390,Pass
577429,2539,Fail
577439,41,Fail
577454,30,Withdrawn
577456,10,Fail
577458,965,Fail
577460,4980,Withdrawn
577460,4980,Distinction
577464,2405,Pass
577467,1167,Distinction
577471,232,Withdrawn
577476,4147,Pass
577498,808,Fail
577502,2673,Pass
577520,750,Pass
577526,379,Pass
577527,462,Pass
577533,2647,Withdrawn
577533,2647,Pass
577551,1905,Withdrawn
577551,1905,Pass
577560,287,Fail
577562,2354,Pass
577566,1561,Pass
577566,1561,Pass
577570,456,Withdrawn
577603,25,Withdrawn
577603,25,Withdrawn
577603,25,Withdrawn
577605,1392,Pass
577607,1171,Fail
577618,814,Pass
577638,456,Withdrawn
577638,456,Pass
577640,961,Withdrawn
577645,2415,Distinction
577648,575,Fail
577652,2815,Withdrawn
577652,2815,Pass
577659,117,Withdrawn
577676,609,Pass
577679,11,Withdrawn
577680,1355,Pass
577686,2300,Fail
577686,2300,Pass
577692,113,Fail
577695,6,Withdrawn
577721,67,Withdrawn
577728,140,Fail
577735,3167,Pass
577736,42,Withdrawn
577743,1008,Pass
577751,757,Pass
577763,3091,Pass
577764,8101,Distinction
577780,1233,Pass
577784,1270,Pass
577792,639,Distinction
577797,896,Withdrawn
577820,932,Pass
577824,145,Distinction
577827,67,Fail
577867,1108,Pass
577887,130,Withdrawn
577888,1281,Distinction
577905,7,Withdrawn
577905,7,Fail
577914,1320,Distinction
577915,326,Pass
577922,1996,Distinction
577934,70,Withdrawn
577934,70,Withdrawn
577937,974,Pass
577949,21,Fail
577954,1699,Withdrawn
577959,2200,Distinction
577965,1372,Withdrawn
577965,1372,Distinction
577977,268,Withdrawn
577977,268,Withdrawn
577980,553,Pass
577995,2984,Distinction
577999,3636,Distinction
578000,1399,Fail
578000,1399,Pass
578003,118,Fail
578022,146,Fail
578026,2689,Withdrawn
578026,2689,Fail
578030,490,Distinction
578031,817,Distinction
578034,4557,Withdrawn
578034,4557,Pass
578050,2293,Pass
578056,751,Fail
578057,104,Fail
578062,10,Fail
578109,593,Distinction
578117,194,Fail
578132,1809,Pass
578140,900,Pass
578150,447,Withdrawn
578152,3444,Withdrawn
578152,3444,Pass
578189,2533,Pass
578197,615,Pass
578199,3393,Pass
578207,585,Distinction
578208,456,Withdrawn
578258,141,Withdrawn
578258,141,Fail
578264,10,Withdrawn
578276,76,Fail
578281,6647,Distinction
578282,286,Fail
578303,1128,Pass
578362,287,Fail
578375,846,Pass
578378,300,Withdrawn
578389,217,Pass
578395,1220,Pass
578418,408,Withdrawn
578427,894,Withdrawn
578427,894,Fail
578438,1784,Pass
578439,73,Pass
578447,132,Pass
578450,1249,Fail
578450,1249,Fail
578452,577,Pass
578469,1999,Pass
578472,280,Fail
578492,1854,Pass
578495,188,Withdrawn
578497,8719,Distinction
578519,2911,Pass
578541,2691,Withdrawn
578541,2691,Fail
578544,21,Withdrawn
578546,979,Pass
578547,338,Fail
578550,1291,Withdrawn
578551,2762,Pass
578555,25,Fail
578561,787,Fail
578573,179,Withdrawn
578574,988,Pass
578578,480,Pass
578595,984,Fail
578599,1272,Withdrawn
578600,1344,Pass
578616,487,Pass
578623,448,Withdrawn
578634,1260,Withdrawn
578634,1260,Pass
578644,3134,Pass
578646,853,Pass
578654,1427,Fail
578655,4967,Pass
578666,1061,Fail
578676,240,Fail
578697,1589,Pass
578710,1001,Pass
578717,471,Pass
578725,1241,Fail
578736,878,Pass
578739,3,Withdrawn
578744,2829,Pass
578754,855,Pass
578764,4924,Pass
578781,10,Fail
578797,572,Distinction
578815,1077,Pass
578815,1077,Pass
578820,2059,Withdrawn
578820,2059,Pass
578823,1551,Withdrawn
578823,1551,Withdrawn
578823,1551,Pass
578845,267,Fail
578847,3653,Distinction
578850,1585,Pass
578850,1585,Pass
578854,323,Withdrawn
578857,348,Pass
578861,2842,Pass
578906,630,Distinction
578940,3891,Pass
578943,3537,Pass
578953,9,Withdrawn
578956,900,Pass
578958,3359,Pass
578958,3359,Pass
578977,56,Fail
579011,1584,Pass
579015,393,Pass
579017,440,Pass
579020,502,Pass
579027,523,Fail
579027,523,Fail
579038,4643,Pass
579046,18,Withdrawn
579052,2470,Withdrawn
579052,2470,Pass
579064,1619,Withdrawn
579069,955,Withdrawn
579081,3838,Distinction
579086,544,Pass
579105,3408,Distinction
579112,253,Fail
579115,127,Fail
579125,470,Pass
579130,1948,Pass
579134,1448,Pass
579151,2152,Pass
579161,137,Pass
579164,475,Pass
579172,2635,Fail
579176,6735,Withdrawn
579176,6735,Pass
579178,185,Withdrawn
579199,26,Fail
579201,613,Withdrawn
579201,613,Pass
579203,528,Pass
579206,406,Fail
579221,986,Withdrawn
579251,172,Fail
579255,479,Withdrawn
579255,479,Withdrawn
579257,2760,Pass
579259,67,Withdrawn
579278,1858,Withdrawn
579278,1858,Pass
579279,582,Pass
579283,3514,Withdrawn
579283,3514,Distinction
579303,252,Withdrawn
579307,8,Withdrawn
579309,49,Fail
579316,109,Pass
579321,1,Withdrawn
579321,1,Withdrawn
579325,1735,Withdrawn
579325,1735,Pass
579340,1392,Withdrawn
579340,1392,Distinction
579343,9223,Pass
579343,9223,Distinction
579354,1902,Withdrawn
579362,321,Withdrawn
579367,2569,Pass
579372,1078,Withdrawn
579372,1078,Fail
579376,2095,Pass
579381,1067,Distinction
579386,920,Pass
579409,330,Pass
579415,179,Fail
579416,503,Fail
579470,663,Fail
579482,973,Fail
579486,60,Withdrawn
579486,60,Fail
579499,5,Withdrawn
579506,1578,Pass
579526,3787,Pass
579528,554,Pass
579537,208,Pass
579549,364,Pass
579550,950,Pass
579557,4910,Distinction
579567,2471,Pass
579571,810,Pass
579572,703,Pass
579575,210,Pass
579583,5231,Pass
579614,3382,Pass
579619,2719,Pass
579660,2119,Pass
579661,888,Pass
579685,3602,Fail
579686,3154,Pass
579692,945,Pass
579711,776,Pass
579717,1632,Pass
579718,37,Fail
579720,587,Fail
579723,2247,Pass
579737,2337,Pass
579762,522,Pass
580094,2259,Pass
580314,6,Fail
580317,2970,Distinction
580328,135,Withdrawn
580342,3941,Pass
580342,3941,Pass
580346,12969,Pass
580360,139,Pass
580372,436,Fail
580380,1986,Pass
580384,1870,Distinction
580389,1271,Pass
580393,889,Pass
580412,114,Withdrawn
580415,3455,Distinction
580425,2199,Withdrawn
580441,168,Fail
580450,350,Fail
580458,2626,Pass
580459,3397,Pass
580468,1512,Pass
580469,326,Fail
580477,1754,Withdrawn
580477,1754,Withdrawn
580484,856,Fail
580497,76,Withdrawn
580511,549,Withdrawn
580516,1225,Pass
580525,1113,Distinction
580533,10,Withdrawn
580534,504,Fail
580534,504,Fail
580540,427,Pass
580555,2113,Pass
580592,328,Withdrawn
580612,1554,Pass
580642,1602,Pass
580646,606,Distinction
580657,3556,Withdrawn
580657,3556,Pass
580669,7,Fail
580684,318,Fail
580688,2380,Distinction
580689,1416,Withdrawn
580689,1416,Withdrawn
580689,1416,Fail
580702,787,Pass
580706,485,Withdrawn
580709,1110,Withdrawn
580709,1110,Pass
580714,1984,Pass
580714,1984,Distinction
580719,2457,Distinction
580722,343,Withdrawn
580722,343,Withdrawn
580743,4410,Pass
580768,160,Withdrawn
580771,23,Withdrawn
580774,382,Fail
580779,7086,Pass
580779,7086,Pass
580798,3908,Pass
580798,3908,Pass
580824,173,Withdrawn
580834,8108,Distinction
580838,49,Withdrawn
580842,7492,Distinction
580845,5252,Pass
580845,5252,Pass
580860,993,Distinction
580867,2291,Pass
580870,433,Pass
580880,1548,Pass
580883,2401,Pass
580912,458,Pass
580916,2827,Pass
580916,2827,Pass
580925,338,Fail
580926,373,Fail
580960,1203,Pass
580970,1072,Pass
580975,251,Fail
581003,21,Fail
581011,1139,Withdrawn
581016,1606,Withdrawn
581016,1606,Pass
581027,91,Fail
581034,10088,Pass
581038,719,Fail
581062,587,Distinction
581063,712,Distinction
581065,734,Withdrawn
581065,734,Withdrawn
581082,3816,Pass
581118,1527,Pass
581118,1527,Distinction
581123,1781,Withdrawn
581123,1781,Pass
581123,1781,Pass
581129,194,Fail
581135,10898,Pass
581138,1969,Fail
581139,269,Pass
581178,643,Pass
581178,643,Pass
581179,3383,Pass
581179,3383,Pass
581200,364,Pass
581219,1779,Withdrawn
581219,1779,Fail
581222,443,Pass
581234,1856,Pass
581235,1377,Withdrawn
581235,1377,Pass
581238,1780,Pass
581239,492,Pass
581247,4655,Pass
581253,14946,Fail
581253,14946,Pass
581257,1401,Pass
581261,1953,Pass
581269,1110,Pass
581288,332,Withdrawn
581305,371,Fail
581307,1330,Fail
581316,992,Pass
581320,144,Withdrawn
581328,40,Withdrawn
581332,2309,Pass
581340,2553,Distinction
581341,157,Withdrawn
581342,882,Fail
581353,1050,Pass
581410,3521,Withdrawn
581410,3521,Pass
581412,644,Fail
581414,174,Pass
581431,326,Fail
581438,1419,Distinction
581439,121,Fail
581459,174,Fail
581485,777,Pass
581486,1693,Pass
581490,6727,Pass
581510,196,Fail
581520,3621,Fail
581523,4073,Pass
581530,81,Pass
581532,7346,Pass
581533,705,Pass
581552,3022,Pass
581552,3022,Distinction
581563,327,Withdrawn
581574,3160,Pass
581584,62,Withdrawn
581586,371,Pass
581593,2139,Pass
581598,4482,Pass
581606,206,Withdrawn
581611,1218,Pass
581614,2665,Pass
581614,2665,Pass
581616,4157,Fail
581625,305,Fail
581648,1087,Withdrawn
581648,1087,Distinction
581652,992,Distinction
581656,4042,Pass
581656,4042,Pass
581657,432,Pass
581659,8332,Distinction
581676,4900,Fail
581676,4900,Pass
581697,990,Pass
581700,119,Fail
581708,1465,Withdrawn
581708,1465,Pass
581716,1109,Pass
581716,1109,Withdrawn
581744,1526,Withdrawn
581744,1526,Pass
581755,61,Fail
581769,4057,Pass
581770,2407,Withdrawn
581770,2407,Pass
581772,9,Withdrawn
581779,3001,Pass
581787,3174,Pass
581796,1425,Pass
581806,458,Pass
581810,1943,Pass
581818,123,Withdrawn
581826,202,Withdrawn
581836,5182,Distinction
581838,1540,Pass
581851,5763,Pass
581866,1515,Pass
581877,708,Pass
581887,3368,Pass
581889,658,Fail
581909,84,Fail
581914,970,Withdrawn
581914,970,Pass
581922,3949,Pass
581956,1733,Distinction
581957,173,Fail
581965,1949,Distinction
582003,609,Withdrawn
582005,105,Withdrawn
582009,867,Pass
582026,117,Fail
582034,1249,Withdrawn
582039,53,Fail
582040,140,Pass
582063,5357,Pass
582080,188,Fail
582087,12732,Fail
582087,12732,Pass
582093,31,Fail
582094,3397,Withdrawn
582094,3397,Pass
582108,3349,Fail
582108,3349,Pass
582117,2188,Pass
582123,169,Pass
582125,1595,Pass
582141,20,Fail
582154,72,Withdrawn
582160,683,Fail
582170,7,Withdrawn
582184,289,Withdrawn
582190,521,Fail
582197,756,Pass
582218,44,Fail
582226,1076,Pass
582227,370,Fail
582235,3857,Pass
582243,148,Withdrawn
582250,1213,Distinction
582251,216,Withdrawn
582253,1689,Pass
582266,719,Fail
582275,339,Fail
582282,589,Withdrawn
582283,1400,Pass
582288,2,Withdrawn
582301,336,Fail
582302,421,Fail
582305,1477,Pass
582309,40,Withdrawn
582311,236,Fail
582320,3522,Pass
582320,3522,Pass
582332,4592,Distinction
582333,843,Distinction
582348,200,Fail
582364,4433,Pass
582373,864,Withdrawn
582390,471,Pass
582392,9623,Pass
582394,1697,Pass
582395,231,Withdrawn
582406,118,Pass
582416,1322,Pass
582420,624,Pass
582439,5,Fail
582446,990,Pass
582452,824,Pass
582460,2184,Pass
582460,2184,Pass
582464,1273,Pass
582474,1738,Pass
582479,1179,Pass
582486,562,Fail
582494,4954,Pass
582510,2659,Pass
582514,948,Withdrawn
582514,948,Pass
582530,665,Fail
582530,665,Fail
582536,957,Distinction
582550,2963,Pass
582553,1326,Fail
582554,1545,Fail
582562,6301,Pass
582568,226,Fail
582574,1224,Pass
582578,511,Pass
582591,2569,Fail
582608,718,Pass
582629,285,Withdrawn
582629,285,Fail
582636,242,Pass
582649,639,Fail
582650,795,Pass
582651,315,Withdrawn
582653,1086,Pass
582665,3,Withdrawn
582670,1228,Fail
582677,1539,Pass
582694,392,Withdrawn
582697,296,Pass
582705,6136,Pass
582709,1022,Pass
582709,1022,Distinction
582723,4322,Withdrawn
582723,4322,Withdrawn
582723,4322,Pass
582742,501,Fail
582749,117,Withdrawn
582768,101,Fail
582790,3116,Pass
582806,16,Withdrawn
582816,52,Fail
582827,1321,Withdrawn
582827,1321,Pass
582833,87,Fail
582848,565,Withdrawn
582878,306,Pass
582879,3852,Pass
582879,3852,Pass
582898,1299,Pass
582913,1544,Distinction
582920,7,Fail
582931,814,Fail
582933,234,Withdrawn
582940,361,Pass
582950,6170,Distinction
582950,6170,Distinction
582954,5,Fail
582958,1355,Distinction
582963,6,Withdrawn
582964,2498,Pass
582975,539,Pass
582983,8,Withdrawn
582992,124,Withdrawn
583007,1,Fail
583012,217,Pass
583031,604,Pass
583032,5008,Pass
583032,5008,Distinction
583037,955,Withdrawn
583039,843,Pass
583051,483,Withdrawn
583051,483,Withdrawn
583052,3525,Pass
583052,3525,Pass
583053,1758,Pass
583056,2445,Withdrawn
583056,2445,Fail
583070,377,Fail
583092,171,Withdrawn
583098,454,Fail
583101,139,Fail
583102,253,Fail
583113,550,Fail
583121,2,Fail
583128,547,Withdrawn
583131,1738,Pass
583138,909,Withdrawn
583142,384,Withdrawn
583146,808,Pass
583147,230,Withdrawn
583147,230,Withdrawn
583148,324,Pass
583149,541,Fail
583170,930,Distinction
583179,48,Withdrawn
583179,48,Withdrawn
583186,686,Fail
583191,330,Pass
583192,3648,Pass
583192,3648,Pass
583198,1197,Pass
583202,4448,Pass
583215,571,Withdrawn
583232,4356,Pass
583236,1030,Fail
583238,2915,Withdrawn
583238,2915,Distinction
583240,441,Fail
583247,269,Fail
583255,226,Withdrawn
583276,410,Withdrawn
583286,5413,Pass
583288,643,Withdrawn
583288,643,Withdrawn
583293,2885,Distinction
583293,2885,Pass
583301,2,Fail
583318,1203,Pass
583335,338,Fail
583367,25,Fail
583381,2946,Pass
583423,497,Pass
583433,3567,Pass
583438,59,Withdrawn
583459,413,Pass
583473,617,Pass
583487,19461,Pass
583502,82,Fail
583514,1470,Pass
583526,4818,Pass
583532,2027,Pass
583534,49,Fail
583540,744,Pass
583570,11,Fail
583580,144,Fail
583591,6,Withdrawn
583598,196,Fail
583599,280,Fail
583604,13,Withdrawn
583606,1159,Fail
583607,610,Pass
583609,1256,Pass
583623,364,Distinction
583625,162,Pass
583645,1154,Pass
583664,775,Distinction
583686,37,Withdrawn
583687,1,Fail
583704,1407,Pass
583708,345,Pass
583713,1571,Pass
583714,1217,Pass
583719,2157,Distinction
583721,347,Pass
583730,810,Fail
583741,2465,Pass
583775,1615,Pass
583775,1615,Withdrawn
583775,1615,Pass
583824,4164,Pass
583827,153,Fail
583833,34,Withdrawn
583839,631,Fail
583843,1752,Distinction
583855,2571,Pass
583867,3221,Pass
583871,1524,Pass
583873,1412,Pass
583906,2393,Distinction
583933,879,Fail
583946,1950,Pass
583950,382,Fail
583954,422,Pass
583955,2949,Pass
583964,285,Pass
583966,170,Fail
583968,2179,Distinction
583970,499,Distinction
583973,584,Pass
583977,178,Fail
583993,3533,Fail
583993,3533,Fail
584038,354,Withdrawn
584040,782,Fail
584042,993,Pass
584077,697,Withdrawn
584077,697,Withdrawn
584077,697,Withdrawn
584077,697,Withdrawn
584077,697,Withdrawn
584078,544,Fail
584082,303,Withdrawn
584082,303,Fail
584089,24,Withdrawn
584099,447,Pass
584111,4529,Pass
584115,6,Withdrawn
584132,512,Pass
584143,2009,Distinction
584178,306,Pass
584183,1051,Pass
584184,2536,Pass
584191,7271,Pass
584191,7271,Pass
584195,457,Pass
584210,1704,Fail
584210,1704,Withdrawn
584214,4121,Distinction
584225,218,Fail
584238,83,Fail
584281,488,Fail
584299,927,Pass
584315,751,Fail
584325,1021,Withdrawn
584362,19,Withdrawn
584362,19,Withdrawn
584386,4297,Fail
584386,4297,Pass
584408,119,Fail
584414,3079,Withdrawn
584414,3079,Pass
584433,1091,Pass
584442,133,Fail
584443,3836,Withdrawn
584443,3836,Distinction
584444,11,Withdrawn
584446,2099,Pass
584446,2099,Pass
584448,738,Pass
584455,197,Withdrawn
584468,5490,Withdrawn
584468,5490,Pass
584495,877,Pass
584500,769,Pass
584509,3785,Pass
584509,3785,Distinction
584514,420,Withdrawn
584514,420,Fail
584515,4810,Pass
584517,33,Withdrawn
584539,2901,Pass
584546,5437,Pass
584550,2472,Pass
584553,1834,Withdrawn
584553,1834,Pass
584567,300,Fail
584571,603,Fail
584580,107,Pass
584586,228,Withdrawn
584586,228,Fail
584591,835,Withdrawn
584591,835,Withdrawn
584594,536,Fail
584594,536,Withdrawn
584601,6607,Pass
584611,133,Fail
584615,21,Withdrawn
584628,98,Withdrawn
584632,10,Fail
584640,1098,Pass
584660,682,Pass
584673,1711,Withdrawn
584673,1711,Fail
584687,48,Fail
584698,344,Fail
584710,1336,Pass
584711,170,Withdrawn
584712,51,Fail
584718,2748,Fail
584733,2907,Distinction
584733,2907,Pass
584735,142,Withdrawn
584749,78,Withdrawn
584749,78,Withdrawn
584762,428,Withdrawn
584762,428,Withdrawn
584766,979,Pass
584771,4634,Withdrawn
584771,4634,Pass
584771,4634,Pass
584792,207,Withdrawn
584806,1719,Fail
584813,374,Pass
584827,663,Pass
584836,11,Withdrawn
584842,1498,Pass
584843,77,Withdrawn
584844,735,Fail
584864,2983,Pass
584884,951,Withdrawn
584908,195,Pass
584913,181,Withdrawn
584913,181,Withdrawn
584914,261,Pass
584918,752,Fail
584923,243,Withdrawn
584926,923,Pass
584932,10,Fail
584940,2451,Pass
584942,686,Pass
584943,1546,Pass
584969,964,Distinction
584981,1243,Pass
584990,173,Fail
585011,1536,Withdrawn
585011,1536,Pass
585021,25,Withdrawn
585025,131,Fail
585033,2253,Pass
585041,386,Pass
585048,768,Pass
585050,5024,Withdrawn
585057,411,Pass
585058,194,Pass
585074,21,Fail
585074,21,Fail
585093,11629,Distinction
585093,11629,Distinction
585098,2379,Pass
585098,2379,Pass
585114,655,Pass
585128,379,Fail
585134,1534,Pass
585134,1534,Pass
585141,309,Pass
585145,972,Pass
585147,1133,Pass
585149,570,Withdrawn
585150,375,Pass
585153,1921,Pass
585154,2275,Pass
585156,144,Fail
585162,1950,Pass
585166,1367,Pass
585170,593,Pass
585199,516,Pass
585200,512,Distinction
585201,375,Pass
585208,1074,Withdrawn
585210,255,Fail
585212,429,Pass
585222,1527,Fail
585222,1527,Pass
585224,3903,Pass
585230,1820,Fail
585236,155,Pass
585261,6671,Pass
585279,4639,Distinction
585284,2312,Pass
585290,121,Withdrawn
585301,985,Fail
585301,985,Withdrawn
585305,1146,Pass
585326,2729,Pass
585354,228,Pass
585359,1850,Pass
585359,1850,Fail
585372,305,Withdrawn
585383,3017,Pass
585383,3017,Distinction
585393,15356,Distinction
585393,15356,Distinction
585397,5429,Pass
585397,5429,Distinction
585406,217,Pass
585409,75,Fail
585422,2329,Withdrawn
585422,2329,Pass
585432,1224,Pass
585433,2837,Withdrawn
585433,2837,Withdrawn
585433,2837,Pass
585445,845,Fail
585449,2638,Fail
585454,3872,Withdrawn
585454,3872,Distinction
585455,4471,Pass
585455,4471,Distinction
585457,58,Fail
585464,2402,Withdrawn
585464,2402,Pass
585466,4909,Distinction
585471,4054,Distinction
585484,67,Fail
585503,7285,Distinction
585518,980,Pass
585525,93,Withdrawn
585526,696,Withdrawn
585526,696,Pass
585547,1310,Pass
585572,2791,Fail
585574,1949,Pass
585577,480,Pass
585579,61,Withdrawn
585603,384,Pass
585608,422,Pass
585611,680,Pass
585613,675,Pass
585615,2665,Fail
585626,5471,Pass
585643,964,Withdrawn
585643,964,Pass
585644,111,Pass
585652,136,Pass
585659,3177,Pass
585662,1887,Withdrawn
585662,1887,Pass
585668,431,Pass
585681,1210,Withdrawn
585681,1210,Withdrawn
585693,11619,Pass
585695,2135,Distinction
585695,2135,Pass
585702,394,Pass
585709,4519,Pass
585724,1717,Withdrawn
585724,1717,Fail
585727,77,Fail
585731,4238,Pass
585762,472,Pass
585764,99,Withdrawn
585768,188,Pass
585769,7014,Withdrawn
585769,7014,Withdrawn
585769,7014,Withdrawn
585769,7014,Withdrawn
585773,4162,Pass
585779,1188,Pass
585801,136,Fail
585812,1145,Fail
585816,101,Fail
585825,2982,Withdrawn
585825,2982,Withdrawn
585830,2306,Distinction
585832,1355,Pass
585837,2052,Pass
585841,148,Fail
585847,1967,Distinction
585852,2520,Pass
585900,315,Fail
585915,1,Fail
585921,10016,Distinction
585942,794,Fail
585958,2505,Pass
585963,630,Fail
585963,630,Withdrawn
585965,298,Fail
585998,1253,Withdrawn
585998,1253,Fail
586011,71,Withdrawn
586022,793,Fail
586034,2918,Distinction
586036,1226,Pass
586046,1298,Fail
586046,1298,Pass
586047,5261,Fail
586047,5261,Pass
586054,80,Fail
586060,472,Fail
586060,472,Fail
586072,160,Fail
586078,119,Pass
586080,840,Fail
586083,266,Fail
586086,920,Pass
586088,7753,Pass
586111,41,Fail
586113,1288,Fail
586120,57,Fail
586121,600,Pass
586128,2531,Pass
586132,764,Withdrawn
586132,764,Fail
586134,572,Pass
586137,1605,Pass
586142,4413,Distinction
586145,303,Fail
586158,444,Fail
586165,166,Fail
586180,396,Pass
586196,301,Pass
586224,625,Fail
586227,442,Withdrawn
586233,2211,Withdrawn
586233,2211,Pass
586236,1400,Pass
586243,1301,Distinction
586246,793,Fail
586251,95,Withdrawn
586257,1465,Pass
586259,576,Fail
586261,7070,Pass
586261,7070,Distinction
586281,3245,Withdrawn
586282,214,Withdrawn
586287,494,Pass
586315,1390,Pass
586324,1239,Distinction
586337,1005,Pass
586346,2386,Pass
586347,2134,Pass
586351,72,Withdrawn
586367,215,Fail
586369,342,Withdrawn
586370,72,Fail
586371,652,Pass
586376,1468,Pass
586398,14,Withdrawn
586407,122,Withdrawn
586416,1034,Pass
586423,420,Pass
586428,2919,Pass
586436,59,Fail
586440,314,Pass
586444,638,Withdrawn
586446,1866,Pass
586468,6711,Pass
586470,934,Fail
586473,1784,Fail
586473,1784,Fail
586474,1075,Pass
586476,2040,Withdrawn
586476,2040,Pass
586476,2040,Pass
586477,3006,Pass
586483,3633,Pass
586490,76,Fail
586493,608,Pass
586494,604,Distinction
586497,4694,Distinction
586497,4694,Pass
586502,1390,Pass
586502,1390,Pass
586506,426,Fail
586510,25,Withdrawn
586516,5155,Withdrawn
586516,5155,Distinction
586518,3989,Pass
586524,26,Withdrawn
586526,1445,Withdrawn
586526,1445,Withdrawn
586526,1445,Pass
586535,1579,Pass
586537,295,Withdrawn
586543,199,Withdrawn
586543,199,Fail
586550,224,Withdrawn
586550,224,Pass
586561,184,Withdrawn
586563,49,Fail
586581,584,Pass
586592,2410,Pass
586594,11488,Pass
586594,11488,Distinction
586598,370,Pass
586609,416,Withdrawn
586620,3,Withdrawn
586621,2048,Pass
586625,1136,Fail
586639,613,Pass
586642,2178,Pass
586652,633,Pass
586660,524,Pass
586668,7521,Pass
586668,7521,Pass
586689,901,Pass
586705,3897,Distinction
586707,78,Withdrawn
586712,1917,Pass
586716,1888,Withdrawn
586716,1888,Pass
586719,3136,Pass
586720,59,Fail
586729,623,Pass
586742,332,Pass
586750,6216,Fail
586750,6216,Pass
586753,873,Fail
586758,3266,Pass
586762,6479,Pass
586762,6479,Pass
586781,7546,Distinction
586781,7546,Distinction
586784,3378,Pass
586787,354,Pass
586800,4244,Distinction
586808,6043,Pass
586808,6043,Pass
586811,250,Fail
586814,6,Withdrawn
586818,838,Fail
586818,838,Pass
586823,33,Withdrawn
586836,108,Fail
586838,4176,Pass
586838,4176,Pass
586843,1055,Pass
586851,1326,Withdrawn
586855,2187,Pass
586876,873,Pass
586882,20,Fail
586891,3071,Pass
586906,3070,Withdrawn
586906,3070,Pass
586912,1696,Pass
586914,511,Pass
586917,4401,Pass
586921,3416,Withdrawn
586921,3416,Withdrawn
586921,3416,Pass
586925,823,Fail
586928,254,Fail
586935,2085,Pass
586946,1107,Withdrawn
586946,1107,Pass
586957,2366,Withdrawn
586957,2366,Pass
