clicks_day30,active_days,avg_assessment_score,early_withdraw,target,gender_enc,region_enc,highest_education_enc,imd_band_enc,age_band_enc,disability_enc,code_module_enc,code_presentation_enc
252.0,87.0,75.5,0,1,1,2,0,-1,1,0,3,1
1157.0,121.0,79.125,0,0,1,5,1,5,1,0,3,1
1140.0,185.0,50.5,1,1,1,2,2,7,0,0,3,1
899.0,243.0,67.0,0,1,0,6,2,5,1,0,3,1
388.0,151.0,75.71428571428571,0,1,0,6,1,4,1,1,3,1
273.0,65.0,86.81818181818181,0,0,0,10,1,1,1,0,3,1
674.0,152.0,79.28571428571429,0,1,1,8,0,3,1,0,3,1
2535.0,271.0,91.14285714285714,0,1,0,0,1,9,1,0,3,1
199.0,77.0,52.42857142857143,0,1,0,0,0,3,0,0,3,1
32.0,4.0,0.0,0,0,1,12,2,1,1,0,3,1
1429.0,106.0,76.16666666666667,1,0,1,12,0,2,0,1,3,1
82.0,5.0,0.0,0,0,1,0,2,0,0,0,3,1
556.0,82.0,73.85714285714286,0,1,0,12,0,4,0,0,3,1
194.0,208.0,88.57142857142857,0,1,0,1,1,1,0,0,3,1
340.0,33.0,45.0,0,0,1,4,2,0,0,0,3,1
288.0,106.0,88.0,0,1,1,2,2,8,0,0,3,1
315.0,134.0,67.0,0,1,1,0,2,6,0,0,3,1
311.0,209.0,70.14285714285714,0,1,0,10,0,3,1,0,3,1
38.0,9.0,49.0,0,0,0,5,1,0,0,0,3,1
627.0,142.0,78.66666666666667,0,0,1,1,0,9,0,0,3,1
54.0,4.0,0.0,1,0,0,1,2,1,1,1,3,1
249.0,21.0,88.75,0,0,0,4,2,4,0,0,3,1
602.0,185.0,85.42857142857143,0,1,1,3,0,0,1,0,3,1
376.0,143.0,60.5625,0,1,1,2,1,-1,1,0,3,1
698.0,142.0,87.57142857142857,0,0,0,7,0,8,1,0,3,1
76.0,9.0,82.0,0,0,0,6,2,9,0,0,3,1
0.0,0.0,0.0,0,0,0,11,0,0,0,0,3,1
1312.0,166.0,66.33333333333333,0,1,0,6,1,0,0,0,3,1
1052.0,195.0,92.0,0,1,1,3,0,9,1,0,3,1
188.0,42.0,76.0,0,1,1,9,2,5,1,0,3,1
647.0,36.0,0.0,1,0,0,5,2,3,1,0,3,1
41.0,6.0,38.0,0,0,1,9,2,2,0,1,3,1
279.0,104.0,80.57142857142857,0,1,1,0,1,7,1,0,3,1
1220.0,173.0,60.333333333333336,0,1,0,9,0,9,0,0,3,1
1362.0,143.0,65.85714285714286,0,1,1,12,2,2,1,0,3,1
0.0,0.0,0.0,0,0,1,12,1,6,1,0,3,1
822.0,111.0,87.0,0,0,1,5,0,2,0,0,3,1
1.0,7.0,22.0,1,0,0,9,1,4,1,1,3,1
70.0,3.0,0.0,1,0,0,6,0,0,1,0,3,1
116.0,64.0,69.92857142857143,0,1,1,5,1,7,0,0,3,1
143.0,52.0,79.0,0,1,1,10,0,3,0,1,3,1
610.0,125.0,66.28571428571429,1,1,0,5,0,1,0,0,3,1
521.0,147.0,95.16666666666667,0,1,0,1,1,6,1,0,3,1
434.0,153.0,88.0,1,1,0,12,0,1,0,0,3,1
168.0,38.0,69.0,0,0,1,6,0,5,0,0,3,1
106.0,7.0,77.0,0,0,1,6,0,3,0,0,3,1
11.0,3.0,0.0,1,0,0,11,0,7,0,1,3,1
0.0,0.0,0.0,1,0,0,1,0,9,0,0,3,1
306.0,51.0,67.0,1,0,1,10,0,2,0,0,3,1
471.0,62.0,58.0,0,0,1,0,2,7,1,0,3,1
342.0,67.0,36.785714285714285,0,0,1,12,0,3,0,0,3,1
256.0,78.0,83.57142857142857,0,1,1,12,0,3,1,0,3,1
247.0,52.0,79.0,0,1,0,1,2,6,0,1,3,1
776.0,165.0,92.71428571428571,0,1,0,6,1,9,0,1,3,1
147.0,115.0,87.5,0,1,1,6,0,1,1,1,3,1
0.0,0.0,0.0,1,0,0,9,0,5,0,0,3,1
495.0,194.0,82.0,0,1,1,0,2,2,0,0,3,1
481.0,101.0,75.11111111111111,0,0,0,11,2,5,0,1,3,1
283.0,50.0,70.4,0,1,1,5,0,6,0,0,3,1
203.0,65.0,66.0,0,1,1,1,0,6,0,0,3,1
430.0,111.0,53.833333333333336,0,1,1,7,1,5,1,0,3,1
281.0,89.0,76.14285714285714,0,1,1,0,1,4,1,0,3,1
471.0,105.0,66.42857142857143,0,1,0,3,2,7,1,0,3,1
196.0,13.0,62.0,0,0,0,5,0,2,0,0,3,1
620.0,160.0,92.0,0,1,1,8,2,9,1,0,3,1
254.0,38.0,80.75,0,0,1,7,1,4,1,0,3,1
842.0,70.0,51.42857142857143,0,0,0,6,2,2,0,0,3,1
1150.0,215.0,79.28571428571429,0,1,1,9,2,4,1,0,3,1
0.0,0.0,0.0,1,0,0,6,2,2,1,0,3,1
600.0,82.0,63.142857142857146,0,0,1,3,1,0,1,0,3,1
464.0,111.0,51.142857142857146,0,0,0,4,2,-1,0,0,3,1
310.0,17.0,0.0,0,0,1,2,2,3,1,0,3,1
31.0,2.0,0.0,1,0,0,10,0,7,0,0,3,1
22.0,3.0,0.0,1,0,1,11,0,2,0,0,3,1
0.0,0.0,0.0,1,0,0,8,2,3,0,1,3,1
534.0,122.0,85.83333333333333,0,1,1,4,1,-1,1,0,3,1
407.0,95.0,65.0,0,1,0,12,2,8,0,0,3,1
2518.0,214.0,41.15384615384615,0,0,0,6,1,2,0,0,3,1
44.0,5.0,0.0,0,0,1,6,2,1,0,0,3,1
232.0,64.0,35.666666666666664,0,0,1,8,1,9,0,0,3,1
212.0,52.0,79.54545454545455,0,0,1,10,0,3,0,0,3,1
351.0,32.0,19.0,1,0,1,5,2,2,0,0,3,1
96.0,12.0,46.0,0,0,1,10,1,1,1,0,3,1
68.0,17.0,32.0,0,0,0,5,0,0,0,0,3,1
425.0,76.0,58.0,0,0,0,5,1,5,1,0,3,1
986.0,232.0,80.14285714285714,0,1,0,6,1,5,1,1,3,1
644.0,117.0,46.23076923076923,0,0,1,8,2,4,1,0,3,1
688.0,136.0,79.6,0,1,1,8,0,3,0,0,3,1
609.0,58.0,72.75,0,0,0,5,2,0,1,0,3,1
144.0,36.0,69.4,0,1,1,3,0,4,0,0,3,1
599.0,20.0,55.0,0,0,0,11,2,0,0,1,3,1
279.0,76.0,78.0,0,0,1,7,2,6,1,0,3,1
526.0,82.0,55.166666666666664,0,0,0,8,1,5,1,0,3,1
221.0,178.0,94.8,0,1,1,8,0,8,1,0,3,1
197.0,9.0,67.0,0,0,1,5,1,9,1,0,3,1
1322.0,270.0,86.0,0,1,1,7,2,7,1,0,3,1
187.0,8.0,0.0,0,0,0,5,2,3,1,0,3,1
102.0,6.0,0.0,1,0,1,9,0,6,0,0,3,1
480.0,57.0,75.5,0,0,1,5,2,3,0,0,3,1
95.0,8.0,0.0,0,0,1,11,0,2,0,1,3,1
169.0,119.0,92.85714285714286,0,1,1,3,0,5,0,0,3,1
564.0,131.0,62.857142857142854,0,1,1,11,1,3,0,0,3,1
330.0,107.0,68.8,1,1,1,5,0,0,0,0,3,1
100.0,11.0,0.0,0,0,1,7,2,8,0,0,3,1
13.0,7.0,26.0,0,0,1,0,2,7,1,1,3,1
40.0,32.0,58.666666666666664,0,0,1,6,2,5,0,0,3,1
744.0,59.0,82.0,0,0,1,8,2,3,0,0,3,1
83.0,7.0,0.0,1,0,1,8,0,9,1,0,3,1
23.0,4.0,0.0,0,0,0,6,1,3,0,0,3,1
58.0,4.0,0.0,1,0,1,9,2,1,0,0,3,1
321.0,61.0,48.714285714285715,1,0,1,1,2,5,0,0,3,1
342.0,89.0,63.5,0,0,1,6,1,8,0,0,3,1
0.0,0.0,0.0,1,0,0,1,2,4,0,0,3,1
517.0,162.0,81.85714285714286,0,1,1,4,0,7,0,0,3,1
458.0,137.0,75.5,0,1,1,6,2,4,0,0,3,1
762.0,177.0,62.54545454545455,0,0,1,10,0,4,0,0,3,1
32.0,7.0,86.83333333333333,0,0,0,3,0,8,0,0,3,1
592.0,35.0,74.0,0,0,0,3,2,2,0,0,3,1
238.0,77.0,81.0,0,1,0,9,2,8,0,0,3,1
155.0,100.0,65.42857142857143,0,1,1,1,2,3,0,0,3,1
0.0,0.0,0.0,1,0,0,12,0,3,0,0,3,1
461.0,63.0,59.0,0,0,0,6,1,7,0,0,3,1
582.0,82.0,55.285714285714285,0,1,1,6,2,4,1,0,3,1
462.0,102.0,60.22222222222222,0,0,0,12,0,1,1,0,3,1
941.0,211.0,75.2,0,1,1,0,0,6,0,0,3,1
196.0,12.0,0.0,1,0,0,6,2,0,1,1,3,1
472.0,113.0,75.0,0,1,1,6,0,7,0,0,3,1
186.0,95.0,70.57142857142857,0,1,0,9,0,2,0,0,3,1
384.0,30.0,60.0,1,0,1,6,0,8,0,0,3,1
53.0,19.0,57.666666666666664,0,0,1,1,2,6,0,1,3,1
0.0,0.0,0.0,1,0,0,3,2,1,1,0,3,1
943.0,211.0,67.06666666666666,0,1,1,8,2,7,0,0,3,1
320.0,53.0,68.75,0,0,1,11,1,8,0,0,3,1
197.0,71.0,79.57142857142857,0,1,0,9,2,5,0,0,3,1
184.0,41.0,89.83333333333333,0,1,0,8,0,3,1,0,3,1
1.0,1.0,0.0,1,0,1,6,0,4,0,0,3,1
79.0,92.0,66.5,0,1,1,0,2,5,1,0,3,1
520.0,86.0,49.7,0,0,1,6,0,5,1,0,3,1
1001.0,186.0,57.0,0,1,0,7,2,6,0,0,3,1
504.0,125.0,72.42857142857143,1,1,0,6,0,4,0,0,3,1
6.0,1.0,0.0,1,0,1,1,2,2,0,0,3,1
2360.0,181.0,57.90909090909091,0,0,1,0,2,7,1,0,3,1
245.0,54.0,48.75,0,0,1,8,0,6,0,0,3,1
0.0,0.0,0.0,1,0,1,8,0,6,1,0,3,1
438.0,127.0,65.28571428571429,1,0,0,1,2,5,0,0,3,1
393.0,151.0,89.375,0,1,1,6,0,6,0,0,3,1
359.0,25.0,72.0,0,0,0,8,0,6,0,1,3,1
183.0,41.0,74.66666666666667,1,0,0,0,0,9,0,0,3,1
241.0,63.0,71.16666666666667,0,1,0,5,2,2,0,1,3,1
609.0,132.0,79.42857142857143,0,1,0,8,0,9,2,0,3,1
599.0,112.0,74.375,1,0,1,0,2,8,0,0,3,1
534.0,118.0,76.28571428571429,1,1,0,0,0,4,0,0,3,2
0.0,0.0,0.0,1,0,1,0,0,6,1,0,3,2
588.0,45.0,56.0,1,0,0,1,0,3,1,0,3,2
532.0,32.0,66.0,0,0,1,11,1,3,0,0,3,2
322.0,74.0,64.5,0,0,0,5,2,0,0,0,3,2
815.0,86.0,58.5,0,1,0,0,0,6,1,0,3,2
292.0,114.0,84.9090909090909,0,0,1,2,1,-1,0,0,3,2
0.0,0.0,0.0,1,0,1,1,2,1,0,0,3,2
232.0,33.0,87.66666666666667,0,1,0,9,1,0,0,0,3,2
0.0,0.0,0.0,1,0,1,5,0,6,0,0,3,2
183.0,61.0,80.33333333333333,0,1,1,11,0,6,0,0,3,2
337.0,38.0,86.55555555555556,0,0,1,10,2,9,0,0,3,2
104.0,71.0,71.88888888888889,0,0,1,8,1,4,0,0,3,2
281.0,45.0,40.666666666666664,0,0,1,1,0,7,0,0,3,2
133.0,46.0,83.33333333333333,0,0,1,10,2,5,0,0,3,2
1117.0,153.0,45.714285714285715,0,1,1,11,2,3,0,0,3,2
70.0,28.0,70.0,0,0,1,0,0,3,1,0,3,2
327.0,130.0,75.28571428571429,0,1,0,8,0,2,0,0,3,2
215.0,21.0,0.0,1,0,1,9,2,8,0,0,3,2
293.0,54.0,56.625,0,0,1,5,0,1,0,0,3,2
1.0,1.0,0.0,1,0,0,1,0,5,1,0,3,2
0.0,0.0,0.0,1,0,1,1,0,8,0,0,3,2
878.0,142.0,69.2,0,0,0,1,2,6,0,1,3,2
606.0,114.0,63.142857142857146,0,1,1,10,1,3,1,0,3,2
388.0,74.0,85.375,0,1,1,4,0,-1,1,0,3,2
0.0,0.0,0.0,0,0,0,6,1,1,1,0,3,2
23.0,1.0,0.0,1,0,0,3,1,2,0,0,3,2
194.0,77.0,92.14285714285714,0,1,1,6,4,9,1,0,3,2
265.0,60.0,52.42857142857143,0,1,0,5,2,1,0,0,3,2
266.0,91.0,81.0,0,1,1,10,2,3,1,0,3,2
216.0,58.0,66.14285714285714,0,1,0,6,0,9,0,1,3,2
66.0,47.0,47.583333333333336,0,0,0,6,1,2,0,0,3,2
78.0,11.0,69.0,0,0,1,6,0,4,0,1,3,2
395.0,11.0,46.0,0,0,1,3,2,4,0,0,3,2
83.0,6.0,0.0,1,0,1,8,1,7,0,0,3,2
229.0,40.0,76.0,0,0,1,8,2,6,0,0,3,2
93.0,8.0,79.0,0,0,0,12,2,2,0,0,3,2
416.0,91.0,82.85714285714286,0,1,1,8,0,7,0,0,3,2
700.0,60.0,66.54545454545455,0,0,1,9,2,3,0,1,3,2
1794.0,147.0,83.85714285714286,0,1,1,2,0,-1,0,0,3,2
264.0,77.0,59.75,1,0,0,6,0,6,0,1,3,2
499.0,103.0,96.25,0,0,0,3,1,2,0,1,3,2
0.0,0.0,0.0,1,0,0,5,2,3,1,1,3,2
953.0,166.0,77.33333333333333,0,1,0,8,2,5,0,0,3,2
360.0,36.0,52.5,0,0,1,11,0,6,0,0,3,2
173.0,23.0,46.0,1,0,0,1,2,0,0,0,3,2
90.0,9.0,0.0,1,0,0,11,2,0,1,0,3,2
81.0,12.0,34.0,0,0,1,7,2,2,0,1,3,2
150.0,18.0,80.0,0,0,1,0,0,6,0,0,3,2
174.0,82.0,73.28571428571429,0,1,1,4,2,1,0,0,3,2
287.0,69.0,74.14285714285714,0,1,1,9,0,8,0,0,3,2
115.0,7.0,0.0,0,0,0,11,2,3,0,0,3,2
12.0,2.0,0.0,1,0,1,12,0,5,0,0,3,2
362.0,39.0,84.0,1,0,1,11,2,1,0,0,3,2
489.0,22.0,67.0,0,0,1,5,0,3,1,0,3,2
282.0,30.0,84.0,0,0,1,0,2,7,0,0,3,2
1056.0,78.0,55.72727272727273,0,1,0,9,0,4,0,0,3,2
603.0,149.0,93.16666666666667,0,1,1,0,0,7,0,0,3,2
42.0,4.0,41.0,0,0,1,12,2,0,1,0,3,2
1313.0,151.0,75.54545454545455,0,0,1,8,0,8,0,1,3,2
51.0,8.0,24.0,0,0,0,9,0,8,1,1,3,2
348.0,88.0,65.0,1,0,0,12,2,4,0,0,3,2
0.0,0.0,0.0,1,0,1,8,1,9,1,0,3,2
36.0,5.0,0.0,0,0,0,4,1,4,1,0,3,2
29.0,2.0,0.0,1,0,0,6,1,6,1,0,3,2
432.0,59.0,54.142857142857146,0,0,0,11,0,4,0,0,3,2
544.0,124.0,89.9375,1,0,1,6,4,6,1,0,3,2
301.0,113.0,80.6,1,0,0,11,1,1,1,0,3,2
656.0,84.0,42.8,1,0,1,2,2,0,0,0,3,2
169.0,47.0,53.666666666666664,0,1,1,4,1,1,0,0,3,2
1027.0,145.0,73.85714285714286,0,0,1,7,0,4,0,0,3,2
956.0,103.0,67.25,0,0,0,1,2,0,1,0,3,2
299.0,81.0,59.285714285714285,0,1,1,11,0,2,0,0,3,2
0.0,0.0,0.0,1,0,1,11,2,2,0,0,3,2
198.0,106.0,80.71428571428571,0,1,0,9,0,0,0,1,3,2
294.0,81.0,73.8,0,0,1,8,1,9,1,0,3,2
293.0,24.0,74.33333333333333,0,0,1,1,0,8,0,0,3,2
602.0,114.0,62.0,0,1,0,8,0,3,0,0,3,2
255.0,30.0,63.5,0,0,0,9,0,5,0,0,3,2
423.0,75.0,63.25,0,0,1,4,2,-1,0,0,3,2
51.0,2.0,0.0,0,0,1,1,0,5,0,0,3,2
397.0,31.0,60.0,0,0,0,7,2,1,1,1,3,2
332.0,81.0,92.5,0,1,1,8,1,9,1,0,3,2
193.0,35.0,46.833333333333336,0,0,1,8,1,3,0,0,3,2
245.0,20.0,92.0,0,0,1,11,1,5,0,0,3,2
135.0,2.0,0.0,1,0,0,1,2,4,1,0,3,2
0.0,0.0,0.0,1,0,0,12,1,7,1,0,3,2
750.0,158.0,75.5,0,1,0,1,0,8,1,0,3,2
476.0,81.0,50.4,0,0,0,8,1,8,1,0,3,2
1213.0,203.0,64.07142857142857,0,1,1,8,0,8,1,0,3,2
261.0,73.0,78.85714285714286,0,1,1,3,0,9,0,0,3,2
200.0,50.0,58.833333333333336,0,1,0,12,2,4,0,0,3,2
82.0,7.0,0.0,1,0,1,5,0,1,0,0,3,2
60.0,4.0,0.0,1,0,0,3,0,3,0,0,3,2
0.0,0.0,0.0,1,0,0,5,2,3,1,0,3,2
86.0,10.0,0.0,1,0,0,8,1,6,0,0,3,2
0.0,0.0,0.0,1,0,1,2,2,7,0,0,3,2
131.0,102.0,76.85714285714286,0,1,1,11,0,2,0,1,3,2
0.0,0.0,0.0,1,0,0,2,1,6,0,0,3,2
858.0,92.0,69.66666666666667,0,1,1,1,2,0,0,0,3,2
204.0,53.0,75.57142857142857,0,1,1,4,2,8,0,0,3,2
267.0,22.0,72.66666666666667,0,0,0,9,2,3,0,1,3,2
270.0,10.0,0.0,0,0,1,6,4,8,0,0,3,2
479.0,38.0,62.0,0,0,0,0,2,6,1,0,3,2
445.0,82.0,73.33333333333333,0,1,0,11,0,2,0,0,3,2
100.0,42.0,76.33333333333333,0,1,0,1,0,5,0,1,3,2
310.0,23.0,79.0,0,0,0,7,2,8,0,0,3,2
967.0,101.0,50.125,1,1,1,4,2,3,0,0,3,2
183.0,18.0,55.0,0,0,0,1,2,4,0,0,3,2
0.0,0.0,0.0,1,0,1,12,2,1,0,1,3,2
18.0,2.0,0.0,1,0,1,3,0,1,0,0,3,2
568.0,95.0,83.25,0,0,0,0,2,5,0,0,3,2
355.0,71.0,79.2,0,0,1,7,0,3,0,0,3,2
291.0,114.0,64.18181818181819,0,1,1,11,0,0,0,0,3,2
220.0,27.0,81.0,0,0,0,7,0,5,0,0,3,2
177.0,12.0,0.0,1,0,1,9,1,6,1,0,3,2
93.0,61.0,43.4,0,0,1,3,3,2,1,0,3,2
492.0,116.0,79.57142857142857,0,1,1,1,0,7,0,0,3,2
582.0,34.0,71.0,1,0,0,12,2,4,0,1,3,2
0.0,0.0,0.0,1,0,1,3,2,3,1,0,3,2
5.0,1.0,0.0,1,0,1,0,0,6,0,0,3,2
950.0,204.0,52.4,0,1,1,0,0,9,0,0,3,2
36.0,2.0,0.0,0,0,1,5,2,3,0,0,3,2
240.0,107.0,62.5,0,1,1,1,2,3,0,0,3,2
618.0,87.0,40.5,0,0,0,11,2,2,0,0,3,2
223.0,99.0,91.85714285714286,0,1,0,6,1,4,0,0,3,2
138.0,39.0,42.42857142857143,0,0,1,9,0,1,0,0,3,2
142.0,49.0,50.333333333333336,0,0,1,10,2,5,0,0,3,2
512.0,70.0,64.66666666666667,0,0,1,11,2,0,0,1,3,2
99.0,52.0,79.14285714285714,0,1,0,7,0,2,0,0,3,2
118.0,5.0,0.0,1,0,0,8,2,8,0,0,3,2
214.0,17.0,75.0,0,0,0,7,1,4,1,0,3,2
276.0,26.0,83.0,0,0,1,1,2,1,0,0,3,2
293.0,76.0,80.5,0,1,0,7,0,6,0,0,3,2
231.0,13.0,48.0,0,0,1,11,0,9,1,0,3,2
153.0,12.0,74.0,0,0,0,0,0,9,0,1,3,2
0.0,1.0,0.0,0,0,1,9,0,1,1,0,3,2
0.0,0.0,0.0,1,0,0,6,1,1,0,0,3,2
71.0,7.0,40.0,0,0,0,8,2,8,0,0,3,2
271.0,72.0,38.15384615384615,0,0,1,9,0,7,0,0,3,2
120.0,18.0,0.0,0,0,1,0,0,1,1,0,3,2
107.0,37.0,67.0,0,1,1,4,2,-1,0,0,3,2
440.0,56.0,78.2,0,0,1,4,1,-1,1,0,3,2
402.0,133.0,75.375,0,1,0,12,0,6,0,0,3,2
344.0,147.0,79.57142857142857,0,1,1,8,4,9,1,0,3,2
1391.0,201.0,63.916666666666664,0,1,1,10,2,0,1,0,3,2
275.0,34.0,77.66666666666667,0,0,0,7,1,2,1,0,3,2
942.0,79.0,87.5,0,0,1,11,1,6,1,0,3,2
45.0,6.0,0.0,1,0,1,11,2,6,0,0,3,2
100.0,16.0,47.0,0,0,1,8,0,9,1,0,3,2
49.0,30.0,82.0,0,1,1,3,2,0,0,0,3,2
195.0,46.0,51.285714285714285,0,0,0,9,2,1,0,0,3,2
71.0,14.0,35.4,0,0,1,11,0,5,0,0,3,2
18.0,4.0,0.0,1,0,1,6,2,8,0,0,3,2
297.0,119.0,76.71428571428571,0,1,0,3,0,9,0,0,3,2
249.0,140.0,88.0,0,1,0,3,0,1,0,0,3,2
263.0,81.0,79.375,0,0,1,6,1,4,1,0,3,2
139.0,40.0,58.57142857142857,0,1,1,0,1,2,1,0,3,2
36.0,14.0,34.5,0,0,1,0,2,1,0,0,3,2
71.0,4.0,0.0,1,0,0,3,2,1,0,0,3,2
84.0,69.0,59.0,0,1,0,9,0,4,1,0,3,2
274.0,77.0,67.33333333333333,0,1,1,0,0,3,0,0,3,2
40.0,2.0,0.0,0,0,0,3,0,7,1,0,3,2
510.0,105.0,77.0,0,1,1,8,0,7,0,0,3,2
525.0,56.0,67.33333333333333,0,0,0,10,1,6,1,0,3,2
300.0,41.0,74.5,0,0,1,3,1,1,0,0,3,2
142.0,66.0,48.57142857142857,0,1,0,11,0,0,0,0,3,2
315.0,42.0,38.0,0,0,0,9,2,0,1,1,3,2
92.0,34.0,57.666666666666664,0,1,1,5,0,4,0,0,3,2
372.0,35.0,86.0,0,0,1,2,0,7,0,0,3,2
461.0,56.0,57.0,0,0,0,10,2,8,1,0,3,2
364.0,179.0,78.6,1,1,1,5,2,3,0,0,3,2
192.0,21.0,40.0,0,0,0,0,2,4,0,0,3,2
713.0,84.0,35.8,0,0,1,0,2,3,0,0,3,2
244.0,31.0,69.5,0,0,0,5,2,0,0,1,3,2
1023.0,137.0,86.5,0,1,1,6,1,8,0,0,3,2
455.0,148.0,70.14285714285714,0,1,1,3,2,5,0,0,3,2
244.0,18.0,63.0,0,0,0,2,0,0,0,0,3,2
575.0,180.0,67.85714285714286,0,1,0,4,0,-1,0,0,3,2
63.0,5.0,0.0,0,0,0,3,2,2,0,0,3,2
298.0,37.0,76.0,1,0,1,11,2,2,0,0,3,2
8.0,1.0,0.0,0,0,1,4,2,8,0,0,3,2
155.0,15.0,0.0,1,0,1,12,0,2,0,1,3,2
91.0,48.0,52.44444444444444,0,0,0,0,2,1,0,0,3,2
156.0,17.0,48.0,0,0,1,12,0,2,0,0,3,2
55.0,12.0,56.5,0,0,1,10,2,3,0,0,3,2
607.0,70.0,27.666666666666668,0,0,0,10,1,4,1,0,3,2
51.0,5.0,0.0,1,0,0,3,2,2,0,0,3,2
520.0,57.0,64.66666666666667,0,0,1,10,1,9,1,0,3,2
438.0,158.0,86.42857142857143,0,1,0,4,1,-1,0,0,3,2
285.0,54.0,65.0,0,0,0,3,0,2,0,0,3,2
28.0,1.0,0.0,1,0,0,0,2,5,1,0,3,2
54.0,8.0,63.0,0,0,1,8,0,5,0,0,3,2
229.0,38.0,49.285714285714285,0,1,1,6,0,9,0,0,3,2
33.0,3.0,0.0,0,0,0,10,3,3,1,0,3,2
365.0,28.0,90.5,0,0,1,0,0,3,0,1,3,2
800.0,93.0,54.857142857142854,0,1,0,1,2,5,0,0,3,2
172.0,63.0,47.214285714285715,0,0,1,0,0,4,0,0,3,2
823.0,174.0,57.875,0,1,1,5,0,1,0,0,3,2
332.0,17.0,0.0,0,0,1,6,1,6,1,0,3,2
447.0,50.0,49.5,0,0,1,1,2,1,0,1,3,2
623.0,194.0,60.07692307692308,0,0,0,8,0,7,0,0,3,2
301.0,99.0,60.76470588235294,0,1,1,6,2,0,0,0,3,2
389.0,158.0,83.71428571428571,0,1,0,4,0,-1,0,0,3,2
239.0,77.0,68.16666666666667,0,1,1,11,2,6,0,0,3,2
0.0,0.0,0.0,1,0,1,9,0,6,0,0,3,2
95.0,9.0,0.0,0,0,0,7,0,8,0,0,3,2
56.0,8.0,0.0,1,0,0,5,0,0,0,1,3,2
259.0,172.0,59.714285714285715,0,1,0,0,0,6,1,0,3,2
546.0,24.0,36.666666666666664,1,0,1,9,0,4,0,0,3,2
412.0,86.0,82.57142857142857,0,1,0,0,2,7,0,0,3,2
93.0,9.0,74.5,0,0,1,4,0,4,0,0,3,2
12.0,3.0,0.0,1,0,1,9,2,3,0,1,3,2
219.0,76.0,46.42857142857143,0,1,1,3,0,7,0,0,3,2
203.0,84.0,34.44444444444444,0,0,1,10,0,1,0,0,3,2
405.0,108.0,92.57142857142857,0,1,0,9,0,3,0,0,3,2
370.0,116.0,94.5,0,0,0,12,0,2,0,0,3,2
116.0,20.0,65.5,0,0,1,6,0,4,0,0,3,2
329.0,130.0,59.0,0,1,1,0,2,8,0,0,3,2
252.0,89.0,77.14285714285714,0,1,0,11,0,9,0,0,3,2
147.0,25.0,45.5,0,0,1,10,2,6,0,0,3,2
192.0,67.0,66.71428571428571,0,1,1,5,0,8,0,0,3,2
430.0,18.0,51.0,0,0,0,4,0,0,0,0,3,2
108.0,32.0,20.5,0,0,0,11,0,2,0,1,3,2
518.0,133.0,47.142857142857146,0,1,0,1,2,1,1,0,3,2
456.0,118.0,85.14285714285714,0,1,1,8,2,9,0,0,3,2
89.0,8.0,42.0,0,0,1,9,0,8,0,0,3,2
267.0,79.0,83.8,0,0,1,11,0,7,0,0,3,2
924.0,179.0,87.0,0,1,0,7,0,2,0,0,3,2
453.0,134.0,70.85714285714286,0,1,1,8,0,7,0,0,3,2
81.0,1.0,0.0,0,0,1,10,2,5,0,0,3,2
411.0,108.0,68.85714285714286,0,1,0,0,0,5,0,0,3,2
269.0,94.0,66.77777777777777,0,0,0,4,1,3,0,0,3,2
194.0,19.0,68.0,0,0,1,11,2,3,0,0,3,2
722.0,168.0,56.666666666666664,0,1,0,7,2,3,1,0,3,2
470.0,64.0,25.666666666666668,1,0,0,8,2,3,0,1,3,2
182.0,36.0,34.5,1,0,1,9,0,4,0,1,3,2
285.0,69.0,77.4375,0,1,1,0,0,0,0,0,3,2
365.0,51.0,69.5,0,0,0,6,1,0,0,0,3,2
156.0,32.0,33.25,0,0,1,0,1,5,0,0,3,2
474.0,97.0,58.333333333333336,0,1,1,10,2,1,0,0,3,2
195.0,18.0,0.0,0,0,1,9,2,2,0,1,3,2
96.0,54.0,48.857142857142854,0,0,1,3,0,4,0,0,3,2
298.0,16.0,58.0,0,0,1,3,2,7,1,0,3,2
496.0,34.0,96.0,0,0,0,5,0,4,1,0,3,2
83.0,12.0,49.5,0,0,1,12,2,6,0,0,3,2
150.0,87.0,73.14285714285714,0,1,1,11,0,9,0,0,3,2
514.0,93.0,94.14285714285714,0,1,1,12,2,5,0,0,3,2
1266.0,172.0,88.25,0,1,1,9,1,7,1,0,3,2
260.0,41.0,51.0,0,0,0,7,2,4,1,0,3,2
83.0,8.0,0.0,1,0,1,6,2,9,1,0,3,2
650.0,99.0,45.285714285714285,0,0,1,3,2,0,0,0,3,2
366.0,79.0,34.833333333333336,0,0,1,5,2,0,0,1,3,2
21.0,10.0,0.0,0,0,1,0,2,9,0,0,3,2
8.0,3.0,0.0,0,0,0,1,2,7,0,0,3,2
203.0,35.0,62.875,0,1,1,8,0,0,0,0,3,2
0.0,0.0,0.0,1,0,0,11,0,4,0,0,3,2
332.0,73.0,81.42857142857143,0,1,1,6,1,3,1,0,3,2
175.0,82.0,73.25,0,1,0,6,0,6,0,0,3,2
537.0,32.0,59.333333333333336,0,0,0,3,0,6,0,0,3,2
55.0,57.0,66.71428571428571,0,1,0,3,0,1,0,0,3,2
246.0,12.0,0.0,1,0,1,0,2,1,0,0,3,2
256.0,77.0,75.0,0,1,0,7,0,1,1,1,3,2
